idEtudiant,Architecture des Ordinateurs,Techniques de Compilation,Recherche Operationnelle,Developpement Mobile,Programmation Multimedias,Statistiques,Bases de Donnees Avancees,Reseaux Informatiques,Conception Orientee Objet,Programmation Orientee Objet,Conception des Bases de Donnees,Systeme Logique,Probabilites,Algorithmique et Structures de Donnees,Blockchain,Architecture Logicielle,Systemes Exploitation,Entrepreneuriat,Analyse Numerique,Math Pour Ingenieur,Opt 2 : Fouille de Données,Opt 9 : Big Data,Opt 10 : Developpement iOS,Opt 3 : Machine Learning-Deep Learning,Opt 6 : Business Intelligence,Opt 4 : Transactions Electroniques,Opt 1 : Cloud Computing,Opt 8 : Sécurité Informatique,Opt 5 : Réseaux IP,Opt 16 : Réseaux GSM,Opt 12 : Electronique Embarquée,Opt 13 : Système Robotique,Opt 14 : Conception des Cartes Electroniques,Opt 15 : Réseau de Capteurs Sans Fils,Opt 7 : Qualité et Test
1279,12.24,9.54,3.68,14.81,13.8,11.33,7.41,10.11,9.1,18.05,8.1,17.08,3.68,7.33,6.63,17.2,19.24,9.69,18,8.07,-1,-1,-1,-1,-1,19.56,13.6,11.52,9.82,15.91,-1,-1,-1,-1,-1
1280,8.9,9.88,13.31,16.39,19.68,17.14,8.1,7.46,8.96,8.53,7.49,13.49,13.31,5.18,14.04,11.48,16.75,15.34,15.35,11.69,18.03,17.97,15.35,10.58,7.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1281,5.17,13.87,6.93,3.58,8.44,3.73,15.82,10.65,18.65,8.48,19.23,14.59,6.93,11.35,13.22,4.2,4.16,9.93,14.07,11.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.65,19.06,17.34,10.48,15.86
1282,5.9,5.41,3.82,12.55,9.28,17.13,19.35,8.07,4.34,13.35,10.89,9.04,3.82,7.06,6.85,4.2,4.87,18.75,15.1,18.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.47,9.71,8.73,7.79,17.79
1283,18.83,3.31,11.52,13.93,9.16,6,11.56,6.85,8.73,9.94,13.88,9.2,11.52,5.78,15.57,7.46,7.05,11.77,6.27,11.66,-1,-1,-1,-1,-1,13.99,19.97,11.55,12.46,9,-1,-1,-1,-1,-1
1284,18.25,4.43,16.23,15.92,8.37,13.69,15.79,17.99,6.43,13.7,19.9,4.34,16.23,12.43,3.55,16.05,4.13,3.64,10,9.09,-1,-1,-1,-1,-1,8.27,10.74,11.84,16.32,18.28,-1,-1,-1,-1,-1
1285,9.05,12.18,8.88,17.64,3.82,10.89,6.12,6.65,10.51,19.3,19.72,13.03,8.88,6.01,10.71,10.37,12.17,6.18,12.05,7.69,-1,-1,-1,-1,-1,7.46,7.86,10.1,13.14,19.53,-1,-1,-1,-1,-1
1286,8.01,6.11,8.83,4.9,3.08,8.8,5.47,13.79,15.06,16.25,17.35,12.47,8.83,16.64,12.93,17.37,11.93,18.65,19.32,6.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.35,18.48,14.35,8.84,18.17
1287,4.17,11.98,6.48,14.13,12.56,15.94,19.71,11.37,10.23,17.65,8.43,3.94,6.48,10.23,14.14,12.31,10.84,11.25,14.43,10.09,13.09,11.88,9.18,16.06,7.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1288,18.13,15.21,16.72,16.1,5.52,10.69,10.66,11.15,6.65,12.56,18.14,17.4,16.72,17.99,18.93,9.37,8.58,10.14,4.55,19.46,-1,-1,-1,-1,-1,7.31,10.72,17.14,14.75,7.72,-1,-1,-1,-1,-1
1289,12.68,3.12,18.32,4.11,10.68,19.99,14.58,6.31,6.62,19.45,12.56,6.04,18.32,13.21,18.65,14.42,11.16,15.99,13.15,12.94,15.78,13.42,15.49,11.74,15.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1290,3.75,13.88,16.22,11.37,4.19,9.58,5.12,8.45,6.04,3.82,16.99,10.41,16.22,11.13,4.5,12.4,16.91,4.82,5.36,6.49,-1,-1,-1,-1,-1,11.46,19.86,18.56,19.71,18.07,-1,-1,-1,-1,-1
1291,18.54,9.1,9.55,11.05,14.26,15.02,3.82,3.75,19.62,14.67,8.75,14.95,9.55,7.5,6.39,4,18.86,10.8,11.27,17.57,-1,-1,-1,-1,-1,11.84,9.43,7.17,17.78,19.62,-1,-1,-1,-1,-1
1292,4.93,4.19,17.42,9.33,12.66,6.56,9.67,18.79,3.97,15.27,6.45,11.72,17.42,15.63,18.69,12.86,13.05,9.41,13.38,16.65,10.67,18.2,19.3,15.48,14.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1293,14.46,8.28,10.44,18.44,14,15.89,3.58,9.67,15.35,16.97,16.39,19.34,10.44,5.42,17.44,5.38,3.62,17.43,17.02,17.29,9.69,9.54,8.33,18.38,18.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1294,13.78,9.02,13.88,7.76,12.36,7.48,6.36,8.08,8.24,14.19,6.42,16.68,13.88,15.89,16.46,15.49,15.87,14.1,11.22,5.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.25,15.35,18,10.62,8.72
1295,9.96,16.45,16.56,11.23,9.33,13.98,7.7,4.61,9.47,10.28,7.76,14.59,16.56,13.92,4.99,10.77,6.73,4.84,13.26,6.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.28,13.41,14.89,8.48,8.41
1296,5.8,17.42,13.26,11.78,4.67,9.27,13.71,14.92,9.87,19.78,11.5,9.28,13.26,3.63,8.59,13.13,17.14,6.18,18.27,13.08,9.87,7.27,19.1,16.71,14.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1297,10.02,10.52,13.82,12.08,15.53,4.01,6.08,5.76,11.02,13.67,11.39,8.47,13.82,3.99,3.39,11.83,16.68,7.12,3.12,18.55,-1,-1,-1,-1,-1,12.25,12.49,17.6,8.78,7.36,-1,-1,-1,-1,-1
1298,9.8,17.82,12.31,16.91,15.33,4.11,10.34,13.24,15.66,17.54,7.97,10.58,12.31,6.72,18.58,4.71,9.83,17.07,8.47,5.04,17.49,13.55,7.85,10.02,9.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1299,10.44,6.99,18.52,18.28,7.5,10.2,13.93,6.52,19.49,11.89,11.98,12.53,18.52,6.54,5.08,8.81,14.03,6.93,16.45,4.64,-1,-1,-1,-1,-1,12.16,13.57,12.52,19.44,7.91,-1,-1,-1,-1,-1
1300,17.91,6.15,10.4,3.01,6.87,13.35,8.58,19.74,7.18,10.97,6.88,8.36,10.4,7.18,12.99,12.58,18.39,18.89,6.99,19.19,12.74,12.33,16.68,14.97,13.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1301,7.64,17.65,13.78,15.43,4.59,16.88,12.96,5.96,14.16,3.91,11.39,4.15,13.78,7.7,18.71,7.1,12.18,17.54,17.29,16.16,-1,-1,-1,-1,-1,11.85,17.19,17.24,12.96,19.67,-1,-1,-1,-1,-1
1302,8.53,18.8,11.62,6.85,15.53,5.82,18.44,4.83,6.67,14.67,8.12,17.98,11.62,12.47,18.31,13.15,14.81,6.04,13.15,17.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.1,16.06,10.75,16.54,7.03
1303,15.7,11.09,9.72,11.34,11.63,7.24,15.76,3.92,6.95,4.2,15.68,15.4,9.72,10.61,12.58,10.83,12.08,11.1,18.35,18.05,-1,-1,-1,-1,-1,12.78,12.97,7.39,8.89,16.7,-1,-1,-1,-1,-1
1304,7.46,4.82,18.95,10.01,12.98,14.05,12.83,15.63,14.42,9.41,5.9,5.11,18.95,19.99,17.61,15.3,13.88,19.77,13.85,5.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.17,11.92,9.44,11.33,14.75
1305,10.06,18.58,8.83,7.05,4.64,16.96,13.92,8.83,7.28,6.96,14.49,5.12,8.83,11.27,6.15,7.06,16.21,15.61,11.76,12.31,-1,-1,-1,-1,-1,17.93,11.51,11.54,9.65,18.7,-1,-1,-1,-1,-1
1306,3.07,11.28,7.38,3.44,5.12,3.52,5.89,12.28,3.18,14.5,15.39,8.94,7.38,12.89,15.04,19.18,12.44,3.62,7.11,14.4,14.44,8.98,18.18,10.92,19.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1307,8.34,9.08,8.57,3.28,6.23,16.05,11.82,19.31,7.29,18.36,19.51,3.07,8.57,12.57,19.43,7.98,15.18,11.94,8.99,10.58,14.39,18.56,10.49,17.6,7.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1308,4.43,17.88,3.59,13.86,19.92,15.93,13.01,15.04,16.91,4.1,4.62,11.86,3.59,11.45,3.32,16.52,18.76,5.97,8.66,15.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.62,15.1,11.95,14.57,9.78
1309,16.71,7.25,18.89,17.68,12.01,16.7,16.69,9.62,16.21,17.6,19.64,13.35,18.89,10.38,16.17,18.25,14.1,18.1,7.47,6.74,-1,-1,-1,-1,-1,7.56,7.5,12.85,18.68,12.39,-1,-1,-1,-1,-1
1310,6.82,7.37,7.4,18.84,4.42,9.19,5.1,19.22,15.34,4.69,16.09,8.77,7.4,17.63,19.52,13.27,14.39,18.73,6.77,9,-1,-1,-1,-1,-1,9.22,13.61,11.37,12.4,19.14,-1,-1,-1,-1,-1
1311,9.02,9.68,5.61,13.71,6.17,12.07,18.46,14.92,11.48,17.77,11.43,15.03,5.61,3.08,13.3,7.05,15.18,16.99,16.6,11.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.43,10.77,10.28,18.94,17.96
1312,5.67,13.39,10.77,10.4,15.32,12.33,17.09,10.09,14.52,16.58,16.65,18.95,10.77,16.66,18.08,6.1,16.07,3.44,3.27,19.71,11.14,9.21,14.37,11.32,16.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1313,15.61,18,3.05,7.13,18.46,12.39,5.74,5.62,10.92,11.41,14.08,14.53,3.05,13.12,11.58,14.76,6.02,15.3,3.74,11.89,-1,-1,-1,-1,-1,12.46,10.26,14.13,16.28,17.37,-1,-1,-1,-1,-1
1314,14.26,14.25,10.57,9.05,3.97,12.62,12.96,18.87,12.74,6.31,8.97,8.41,10.57,6.54,13.11,17.16,16.02,4.11,11.97,9.4,-1,-1,-1,-1,-1,19.23,9.88,17.62,18.16,12.81,-1,-1,-1,-1,-1
1315,14.44,16.24,15.7,17.03,9.59,15.63,9.9,16.01,13.32,11.31,18.46,17.91,15.7,3.57,4.75,14.66,8.81,16.82,13.12,12.4,-1,-1,-1,-1,-1,16.75,18.57,11.53,9.47,15.6,-1,-1,-1,-1,-1
1316,9.4,8.73,9.46,9.74,5.08,15.21,16.55,17.86,5.91,19.94,9.83,6.34,9.46,17.3,4.88,5.41,13.11,17.04,3.72,12.86,17.58,9.17,17.86,7.29,18.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1317,4.63,10.19,14.34,8.23,19.94,17.97,13.14,18.79,12.88,4.44,11.73,19.54,14.34,9.18,18.31,15.93,13.83,5.3,5.41,13.91,13.3,15.59,16.19,10.29,12.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1318,18.36,17.06,6.72,4.83,7.17,17.03,6.34,5.32,18.53,15.08,6.63,19.58,6.72,12.73,13.82,7.43,11.1,15.36,3.02,4.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.76,16.78,11.51,15.69,16.05
1319,5.07,5.07,8.36,18.25,10.91,4.13,19.05,3.9,16.34,4.45,8.32,3.89,8.36,8.83,9.02,19.64,4.48,15.49,10.84,18.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.16,18.43,18.33,9.45,13.51
1320,7.18,10.24,4.17,18.51,5.99,9.71,9.74,8.92,7.12,16.57,18,13.28,4.17,4.84,6.93,10.96,13.81,6.31,15.45,16.46,-1,-1,-1,-1,-1,17.33,18.51,19.83,9.65,19.33,-1,-1,-1,-1,-1
1321,18.56,4.08,3.37,9.6,14.16,3.88,12.52,17.34,15.16,15.65,4.86,19.04,3.37,11.03,17.04,13.24,13.22,8,19.4,3.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.5,16.11,19.2,10.1,10.44
1322,5.02,12.06,6.58,12.93,16.16,19.81,14.55,9.92,7.61,12.84,10.58,9.52,6.58,6.18,14.71,13.91,16.87,13.45,14.34,18.71,14.93,13.71,10.99,13.27,17.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1323,14.62,19.26,4.71,11,3.34,4.52,18.88,3.47,17.21,3.15,15.52,13.27,4.71,12.9,15.75,14.43,3.96,6.4,7.05,12.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,7.15,16.81,19.94,16.53
1324,9.67,10.93,13.87,8.97,14.82,11.5,7.73,4.69,15.18,17.11,19.61,5.69,13.87,16.58,8.67,12.67,16.58,4.92,15.03,17.4,18.69,11.65,15.83,10.34,13.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1325,10.82,13.08,18.42,10.4,19.74,19.6,14.21,16.62,17.21,6.65,16.25,3.91,18.42,13.87,11.8,5.67,6.88,15.84,15.74,4.5,16.26,7.11,18.73,10.27,11.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1326,7.4,3.21,3.33,11.21,12.37,11.27,7.86,17.71,15.65,9.3,19.31,19.88,3.33,3.88,10.59,3.1,18.55,17.31,5.43,15.67,-1,-1,-1,-1,-1,16.83,17.67,10.21,12.1,15.69,-1,-1,-1,-1,-1
1327,5.33,16.69,19.41,10,4.93,6.24,16.98,10.88,12.85,17.4,6.8,14.22,19.41,12.6,16.04,11.53,10.09,5.61,7.63,11.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.24,18.83,10.79,14.06,9.29
1328,5.81,15.64,10.15,16.09,12.31,9.92,5.39,12.74,8.88,19.17,17.6,12.68,10.15,19.97,4.83,3.73,7.64,3.57,12.56,15.93,-1,-1,-1,-1,-1,13.52,10.89,11.16,8.19,13.57,-1,-1,-1,-1,-1
1329,9.58,14.27,18.95,3.37,8.93,14.19,19.84,12.24,15.16,15.84,14.23,14.59,18.95,8.4,17.63,16.26,6.26,4.87,6.68,4.14,11.66,13.02,17.04,9.49,18.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1330,12.56,5.17,11.36,15.06,8.36,6.79,16.62,3.78,13.88,10.55,14.39,7.48,11.36,18.39,17.82,16.28,17.97,8.25,16.83,18.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.89,8.91,7.34,18.92,8.18
1331,8.06,4.71,19.9,8.27,14.9,14.26,9.58,6.72,13.53,9.15,18.22,11.34,19.9,4.3,11.2,6.19,13.32,8.93,5.55,8.77,15.99,17.45,18.97,11.88,10.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1332,18.42,17.4,19.54,18.54,16.45,16.28,14.47,14.68,16.23,13.17,10.73,17.74,19.54,4.52,8.27,3.17,4.38,16.6,6.4,6.7,-1,-1,-1,-1,-1,18.4,11.14,19.4,15.94,18.03,-1,-1,-1,-1,-1
1333,12.32,19.05,4.68,13.94,13.06,10.77,5.59,6.23,5.17,17.57,12.65,11.96,4.68,3.36,16.62,19.98,12.6,19.11,10.35,3.3,-1,-1,-1,-1,-1,17.25,8.23,13.2,13.19,8.35,-1,-1,-1,-1,-1
1334,11.64,15.33,4.88,14.62,19.66,8.44,14.82,17.73,5.41,8.5,13.2,3.87,4.88,17.87,6.02,11.38,13.31,10.82,14.39,7.6,-1,-1,-1,-1,-1,19.16,19.53,12.8,11.42,17.82,-1,-1,-1,-1,-1
1335,12.68,16.19,6.52,16.19,9.83,11.37,12.99,19.11,3.32,10.52,12.34,14.15,6.52,10.72,11.19,12.28,13.55,5.16,4.44,10.49,-1,-1,-1,-1,-1,13.68,15.42,8.92,18.01,17.38,-1,-1,-1,-1,-1
1336,18.85,10.21,11.52,5.45,13.51,4.48,16.12,9.94,5.44,4.14,3.62,5.9,11.52,8.54,9.51,11.04,17.86,13.09,17.67,4.51,-1,-1,-1,-1,-1,14.04,19.32,13.56,18.65,12.33,-1,-1,-1,-1,-1
1337,16.81,13.56,19.76,8.72,5.66,4.9,9.29,19.94,17.98,18.11,11.95,11.03,19.76,18.32,16.37,11.86,10.67,3.02,7.83,18.76,15.13,10.05,14.26,11.11,13.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1338,4.83,18.9,15.18,15.26,5.63,3.07,17.02,17.46,3.35,18.74,14.27,13.14,15.18,18.2,17.35,3.04,17.81,11.32,5.16,6.16,-1,-1,-1,-1,-1,17.59,16.65,17.48,13.08,9.17,-1,-1,-1,-1,-1
1339,18.57,15.17,8.23,3.35,10.32,12.15,8.85,7.44,10.25,12.42,19.9,8.2,8.23,12.24,19,9.36,15.03,5.42,6.26,17.72,-1,-1,-1,-1,-1,17.21,17.06,18.79,11.9,17.73,-1,-1,-1,-1,-1
1340,12.36,15.54,8.05,6.52,15.75,15.29,13.9,14.98,13.38,15.17,7.59,3.88,8.05,16.37,10.46,19.52,12.52,3.41,6.78,16.51,10.34,16.05,11.25,10.01,10.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1341,9.56,18.23,19.77,16.48,8.16,18.82,3.36,5.78,8.3,14.62,10.54,5.82,19.77,5.38,19.81,13.76,19.55,5.73,3.31,19.21,-1,-1,-1,-1,-1,10.62,17.43,14.59,14.84,8.21,-1,-1,-1,-1,-1
1342,12.47,15.79,5,11.41,14.08,15.67,13.73,11.53,15.26,15.15,14.25,3.93,5,17.09,3.51,3.44,8.77,3.29,14.3,7.62,-1,-1,-1,-1,-1,10.88,19.33,19.12,17.61,9.53,-1,-1,-1,-1,-1
1343,9.74,12.48,6.25,12.05,6.15,15.48,3.91,13.71,13.18,3.11,9.75,16.47,6.25,6.65,9.2,7.2,15.59,13.9,7.71,3.64,-1,-1,-1,-1,-1,18.47,10.73,8.14,12.66,8.49,-1,-1,-1,-1,-1
1344,15.16,11.14,17.12,10.68,7.95,5.15,14.88,8.69,11.88,13.39,5.1,13.09,17.12,12.86,18.58,13.29,16.15,16.72,18.7,15.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.43,9.18,19.5,10.1,14.37
1345,9.08,16.04,7,19.55,18.81,6.79,5.28,6.74,9.27,5.19,4.22,3.48,7,7.46,18.21,3.43,11.43,10.66,6.94,18.34,-1,-1,-1,-1,-1,10.67,13.29,11.85,7.45,9.11,-1,-1,-1,-1,-1
1346,17.63,11.74,4.57,17.78,17.72,19.43,18.4,5.95,14.09,15.42,18.59,4.22,4.57,19.13,3.59,17.81,18.55,6.09,17.9,6.96,-1,-1,-1,-1,-1,10.56,14.81,10.79,11.66,11.69,-1,-1,-1,-1,-1
1347,4.89,11.84,12.67,6.18,6.85,13.42,3.53,6.92,4.54,17.99,9.38,5.66,12.67,9.31,13.2,14.52,8.67,4.3,12.16,12.76,15.81,12.2,13.23,11.38,7.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1348,3.3,7.46,8.48,6.01,4.73,11.53,10.85,14.3,14.61,13.2,17.55,17.52,8.48,6.62,19.36,8.08,16.32,5.78,13.32,7.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.01,10.49,11.98,15.15,16.19
1349,13.04,10.23,6.81,14.78,15.3,17.04,4.94,18.72,16.29,3.43,18.88,3.38,6.81,14.09,11.68,4.5,13.1,6.31,12.86,11.3,-1,-1,-1,-1,-1,19.17,18.85,11.65,8.75,16.23,-1,-1,-1,-1,-1
1350,19.62,16.46,19.13,12.46,5.72,7.41,3.63,4.54,5.44,15.25,19.69,16.75,19.13,3.92,19.06,18.26,10.91,17.53,8.7,8.29,-1,-1,-1,-1,-1,14.09,12.21,16.54,9.82,15.29,-1,-1,-1,-1,-1
1351,15.41,4.03,14.29,16.9,17.91,13.65,8.29,3.71,4.3,13.32,10.35,4.99,14.29,7.61,7.61,4.12,11.95,4.97,16.03,8.54,7.16,17.17,8.48,17.17,17.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1352,16.25,8.62,18.86,8.13,10.33,3.05,6.1,17.78,19.33,5.21,17.12,19.53,18.86,11.92,3.22,17.26,5.81,6.83,16.35,4.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.18,15.76,17.23,14.54,14.01
1353,13.61,19.79,8.44,16.15,11.88,12.55,3.84,13.68,5.07,17.47,8.93,7.62,8.44,10.13,4.09,18.23,9.13,8.56,6.53,17.5,-1,-1,-1,-1,-1,10.31,15.26,19.82,16.51,8.28,-1,-1,-1,-1,-1
1354,10.33,16.18,4.09,4.95,16.15,4.55,4.89,9.93,8.86,7.87,5.14,6.28,4.09,4.48,6.13,6.87,4.91,9.87,15.64,18.73,13.3,14.31,10.73,8.77,8.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1355,16.83,5.82,10,4.53,14.25,15.16,9.95,15.27,18.48,19.86,13.73,18.74,10,3.43,14.94,11.37,11.13,12.71,6.6,11.9,19.9,17.64,17.84,11.31,19.66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1356,19.24,7.47,6.53,10.64,18.37,8.61,14.26,9.96,13.55,10.13,3.95,12.42,6.53,10.5,4.98,16.2,11,6.9,18.05,15.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.26,7.48,9.11,13.48,13.42
1357,19.42,6.02,7.58,5.73,16.49,12.45,10.38,15.78,15.64,12.92,3.67,12.65,7.58,7.39,12.86,10.24,4.41,6.87,13.19,9.95,19.51,17.59,13.06,10.83,7.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1358,4.51,10.89,16.44,16.65,8.79,9.61,9.58,8.91,8.13,3.88,13.72,18.13,16.44,11.79,11.23,13.55,5.11,3.6,19.76,10.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.19,9.69,9.09,8.67,12.43
1359,16.01,19.95,19.48,11.91,6.21,4.65,15.49,6.38,3.85,3.13,4.12,16.81,19.48,9.22,15.82,14.81,5.88,9.74,8.23,14.98,-1,-1,-1,-1,-1,9.59,11.31,19.38,15.22,7.95,-1,-1,-1,-1,-1
1360,10.1,18.89,4.11,17.37,19.38,14.76,11.35,14.62,15.23,15.59,5.79,8.31,4.11,4.57,7.22,16.48,5.86,7.19,10.43,14.59,14.55,18.24,13.22,7.32,10.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1361,3.38,16.24,19.52,17.08,4.78,13.55,4.1,9.59,15.34,9.88,4.44,17.7,19.52,4.81,5.29,4.3,6.81,11.91,4.65,8.69,9.17,8.2,7.86,10.2,16.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1362,3.23,17.41,14.89,14.68,16.47,7.43,10.15,11.02,12.19,8.89,10.62,14.32,14.89,5.48,14.9,7.13,19.66,7.19,3.76,10.06,-1,-1,-1,-1,-1,16.33,14.89,17.61,12.86,15.52,-1,-1,-1,-1,-1
1363,13.11,10.46,14.28,14.03,17.05,11.55,8.44,10.73,9.69,15.34,16.56,16.61,14.28,5.12,15.49,11.78,12.43,14.19,16.7,3.97,-1,-1,-1,-1,-1,17.09,19.61,7.4,10.98,9.7,-1,-1,-1,-1,-1
1364,19.03,11.81,9.93,5.48,11.84,3.4,19.28,4.26,10.82,14.02,3.41,5.91,9.93,11.78,7.54,11.41,8.96,11.7,13.92,6.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.87,14.98,11.11,11.32,17.82
1365,18.67,9.03,10.41,9.95,8.14,9.01,5.63,3.28,18.55,19.36,5.02,4.89,10.41,6.85,18.63,5.49,18.09,3.55,17.29,19.3,12.22,7.34,18.02,7.21,10.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1366,17.81,16.75,9.66,6.11,8.06,8.79,13.12,5.1,16.44,16.87,10.83,9.12,9.66,7.07,19.82,7.72,8.16,9.07,6.91,3.31,-1,-1,-1,-1,-1,12.22,15.2,13.62,19.2,17.6,-1,-1,-1,-1,-1
1367,13.67,17.29,14.42,12.74,15.61,19.08,9.86,14.78,19.23,13.59,9.89,8.96,14.42,9.53,14.96,15,19.53,8.46,15.19,18.95,18.02,19.32,8.87,17.98,18.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1368,18.42,4.55,9.71,10.42,18.2,5.76,3.56,10.46,13.62,19.72,8.29,5.69,9.71,7.6,6.28,18.47,3.88,6.08,11.89,12.7,8.87,11.19,9.26,14.3,12.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1369,14.48,16.33,17.62,6.76,18.07,5.6,10.7,3.28,5.07,17.15,16.44,5.82,17.62,16.76,10.93,16.4,14.33,9.47,7.27,17.11,-1,-1,-1,-1,-1,19.01,17.72,19.84,8.91,12.69,-1,-1,-1,-1,-1
1370,9.52,14.12,3.48,18.75,18.5,18.35,18.01,18.44,17.79,14.3,10.1,14.02,3.48,4.03,4.82,18.98,6.44,9.75,16.98,17.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.72,12.96,9.66,17.41,17.96
1371,19.14,17.59,17.72,15.32,10.4,14.25,6.96,19.2,19.98,17.96,6.72,14,17.72,19.21,3.8,6.45,17.65,16.01,14.31,12.82,-1,-1,-1,-1,-1,18.51,10.33,13.33,16.73,11.26,-1,-1,-1,-1,-1
1372,7.29,7.96,12.28,5.82,4.65,10.06,4.85,6.99,4.55,8.99,5.23,11.4,12.28,15.84,5.79,5.56,12.39,11.17,10.31,8.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.35,7.18,13.35,16.74,19.4
1373,10.57,13.6,6.48,16.65,15.55,4.92,7.3,18.91,8.53,19.66,10.61,4.51,6.48,8.51,12.2,17.76,17.07,18.27,11.19,11.7,-1,-1,-1,-1,-1,13.88,18.05,17.11,9.55,17.47,-1,-1,-1,-1,-1
1374,15.04,3.8,7.65,11.05,16.13,19.19,10.24,17.7,9.35,19.47,13.25,5.91,7.65,19.26,19.46,11.39,3.28,17.78,3.26,8.16,13.66,7.41,9.06,9.2,15.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1375,13.65,17.74,7.07,4.9,18.62,3.55,4.97,6.95,10.85,10.44,13.07,8.9,7.07,13.76,5.81,19.44,3.57,6.43,17.7,10.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.01,17.19,17.71,12.49,19.52
1376,16.54,11.89,4.47,15.18,5.22,13.17,14.06,4.51,19.41,12.97,7.44,6.17,4.47,19.55,16.7,16.85,15.17,16.45,19.39,7.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.65,9.83,15.29,17.17,7.9
1377,6.16,6.25,11.07,4.79,18.71,14.18,15.2,11.55,11.13,8.51,18.5,16.78,11.07,13.65,7.06,8.21,8.44,3.86,10.96,19.86,15.63,13.82,7.06,14.41,11.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1378,10.58,13.34,13.23,17.07,3.55,19.39,19.09,13.69,11.78,13.22,10.39,8.86,13.23,5.24,5.97,8.06,13.32,3.66,3.38,9.71,-1,-1,-1,-1,-1,9.56,16.22,16.48,7.86,12.08,-1,-1,-1,-1,-1
1379,15.24,17.56,7.74,7.06,4.3,6.03,9.54,9.5,11.55,7.86,8.43,7.47,7.74,15.63,11.29,19.21,16.5,12.09,19.7,5.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.93,7.26,8.17,7.17,7.11
1380,8.16,9.95,9.8,14.23,7.66,5.83,11.98,13.36,3.95,9.52,13.97,8.83,9.8,15.67,15.29,15.2,7.26,5.81,7.35,5.6,-1,-1,-1,-1,-1,12.91,9.01,17.19,16.45,9.93,-1,-1,-1,-1,-1
